term_id,contract_id,customer_id,product_id,effective_date,expiration_date,price_formula,base_index_code,index_adjustment,fixed_price,floor_price,ceiling_price,min_volume_mt,max_volume_mt,volume_tier_1_mt,volume_tier_1_discount,volume_tier_2_mt,volume_tier_2_discount,payment_terms_days,early_pay_discount_pct,contract_status,contract_type
118,CTR-00081,CUST-00081,PS-001,2025-05-12,2026-05-12,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,1312.5,1875.0,497.0,1491.0,745.5,2,1242.5,4,30,0,ACTIVE,MULTI_YEAR
119,CTR-00081,CUST-00081,STY-001,2025-07-11,2026-07-11,BEN-FOB-USG + $30/MT,BEN-FOB-USG,30,,1207.5,1725.0,497.0,1491.0,745.5,2,1242.5,4,30,0,ACTIVE,MULTI_YEAR
120,CTR-00081,CUST-00081,HDPE-001,2025-09-14,2026-09-14,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,1365.0,1950.0,497.0,1491.0,745.5,2,1242.5,4,30,0,ACTIVE,MULTI_YEAR
121,CTR-00081,CUST-00081,LDPE-001,2025-10-04,2026-10-04,ETH-DEL-USG + $75/MT,ETH-DEL-USG,75,,1417.5,2025.0,497.0,1491.0,745.5,2,1242.5,4,30,0,ACTIVE,ANNUAL
122,CTR-00082,CUST-00082,HDPE-001,2025-04-05,2026-04-05,PP-DEL-USG + $-25/MT,PP-DEL-USG,-25,,1365.0,1950.0,244.0,732.0,366.0,2,610.0,4,30,0,ACTIVE,ANNUAL
123,CTR-00082,CUST-00082,PP-COPOLY,2025-11-23,2026-11-23,BEN-FOB-USG + $-25/MT,BEN-FOB-USG,-25,,1522.5,2175.0,244.0,732.0,366.0,2,610.0,4,30,0,ACTIVE,ANNUAL
124,CTR-00082,CUST-00082,XYL-001,2025-11-30,2026-11-30,BEN-FOB-USG + $75/MT,BEN-FOB-USG,75,,924.0,1320.0,244.0,732.0,366.0,2,610.0,4,30,0,ACTIVE,MULTI_YEAR
125,CTR-00086,CUST-00086,PP-COPOLY,2025-09-23,2026-09-23,ETH-DEL-USG + $100/MT,ETH-DEL-USG,100,,1522.5,2175.0,98.0,294.0,147.0,2,245.0,4,30,0,ACTIVE,ANNUAL
126,CTR-00086,CUST-00086,BUT-001,2025-07-22,2026-07-22,PP-DEL-USG + $30/MT,PP-DEL-USG,30,,1260.0,1800.0,98.0,294.0,147.0,2,245.0,4,30,0,ACTIVE,MULTI_YEAR
127,CTR-00086,CUST-00086,HDPE-001,2025-04-12,2026-04-12,ETH-DEL-USG + $50/MT,ETH-DEL-USG,50,,1365.0,1950.0,98.0,294.0,147.0,2,245.0,4,30,0,ACTIVE,MULTI_YEAR
128,CTR-00086,CUST-00086,XYL-001,2025-09-18,2026-09-18,ETH-DEL-USG + $-25/MT,ETH-DEL-USG,-25,,924.0,1320.0,98.0,294.0,147.0,2,245.0,4,30,0,ACTIVE,MULTI_YEAR
129,CTR-00086,CUST-00086,MMA-001,2025-10-19,2026-10-19,BEN-FOB-USG + $-25/MT,BEN-FOB-USG,-25,,1680.0,2400.0,98.0,294.0,147.0,2,245.0,4,30,0,ACTIVE,MULTI_YEAR
130,CTR-00087,CUST-00087,ETH-001,2025-09-30,2026-09-30,PP-DEL-USG + $75/MT,PP-DEL-USG,75,,997.5,1425.0,327.0,981.0,490.5,2,817.5,4,30,0,ACTIVE,MULTI_YEAR
131,CTR-00087,CUST-00087,PVC-001,2025-09-16,2026-09-16,ETH-DEL-USG + $75/MT,ETH-DEL-USG,75,,1155.0,1650.0,327.0,981.0,490.5,2,817.5,4,30,0,ACTIVE,ANNUAL
132,CTR-00087,CUST-00087,PP-COPOLY,2025-10-20,2026-10-20,BEN-FOB-USG + $30/MT,BEN-FOB-USG,30,,1522.5,2175.0,327.0,981.0,490.5,2,817.5,4,30,0,ACTIVE,ANNUAL
133,CTR-00087,CUST-00087,TOL-001,2025-04-06,2026-04-06,ETH-DEL-USG + $-25/MT,ETH-DEL-USG,-25,,892.5,1275.0,327.0,981.0,490.5,2,817.5,4,30,0,ACTIVE,MULTI_YEAR
134,CTR-00100,CUST-00100,PP-HOMO,2025-04-19,2026-04-19,ETH-DEL-USG + $100/MT,ETH-DEL-USG,100,,1470.0,2100.0,29.0,87.0,43.5,2,72.5,4,30,0,ACTIVE,MULTI_YEAR
135,CTR-00100,CUST-00100,LDPE-001,2025-09-21,2026-09-21,ETH-DEL-USG + $30/MT,ETH-DEL-USG,30,,1417.5,2025.0,29.0,87.0,43.5,2,72.5,4,30,0,ACTIVE,MULTI_YEAR
136,CTR-00100,CUST-00100,MMA-001,2025-02-22,2026-02-22,ETH-DEL-USG + $-25/MT,ETH-DEL-USG,-25,,1680.0,2400.0,29.0,87.0,43.5,2,72.5,4,30,0,ACTIVE,MULTI_YEAR
137,CTR-00100,CUST-00100,PP-001,2025-10-21,2026-10-21,ETH-DEL-USG + $30/MT,ETH-DEL-USG,30,,1155.0,1650.0,29.0,87.0,43.5,2,72.5,4,30,0,ACTIVE,MULTI_YEAR
138,CTR-00102,CUST-00102,LLDPE-001,2025-01-28,2026-01-28,PP-DEL-USG + $-25/MT,PP-DEL-USG,-25,,1344.0,1920.0,253.0,759.0,379.5,2,632.5,4,30,0,ACTIVE,MULTI_YEAR
139,CTR-00102,CUST-00102,PP-001,2025-02-10,2026-02-10,PP-DEL-USG + $30/MT,PP-DEL-USG,30,,1155.0,1650.0,253.0,759.0,379.5,2,632.5,4,30,0,ACTIVE,MULTI_YEAR
140,CTR-00116,CUST-00116,PVC-001,2025-03-25,2026-03-25,ETH-DEL-USG + $100/MT,ETH-DEL-USG,100,,1155.0,1650.0,513.0,1539.0,769.5,2,1282.5,4,30,0,ACTIVE,ANNUAL
141,CTR-00116,CUST-00116,MEG-001,2025-12-18,2026-12-18,ETH-DEL-USG + $-25/MT,ETH-DEL-USG,-25,,787.5,1125.0,513.0,1539.0,769.5,2,1282.5,4,30,0,ACTIVE,MULTI_YEAR
142,CTR-00118,CUST-00118,PP-HOMO,2025-09-12,2026-09-12,PP-DEL-USG + $75/MT,PP-DEL-USG,75,,1470.0,2100.0,52.0,156.0,78.0,2,130.0,4,30,0,ACTIVE,ANNUAL
143,CTR-00118,CUST-00118,XYL-001,2025-10-22,2026-10-22,PP-DEL-USG + $50/MT,PP-DEL-USG,50,,924.0,1320.0,52.0,156.0,78.0,2,130.0,4,30,0,ACTIVE,ANNUAL
144,CTR-00118,CUST-00118,MMA-001,2025-11-17,2026-11-17,BEN-FOB-USG + $30/MT,BEN-FOB-USG,30,,1680.0,2400.0,52.0,156.0,78.0,2,130.0,4,30,0,ACTIVE,ANNUAL
145,CTR-00118,CUST-00118,BEN-001,2025-07-11,2026-07-11,PP-DEL-USG + $-25/MT,PP-DEL-USG,-25,,945.0,1350.0,52.0,156.0,78.0,2,130.0,4,30,0,ACTIVE,ANNUAL
146,CTR-00118,CUST-00118,LDPE-001,2025-10-03,2026-10-03,BEN-FOB-USG + $-25/MT,BEN-FOB-USG,-25,,1417.5,2025.0,52.0,156.0,78.0,2,130.0,4,30,0,ACTIVE,MULTI_YEAR
147,CTR-00119,CUST-00119,DEG-001,2025-07-06,2026-07-06,BEN-FOB-USG + $75/MT,BEN-FOB-USG,75,,840.0,1200.0,558.0,1674.0,837.0,2,1395.0,4,30,0,ACTIVE,MULTI_YEAR
148,CTR-00119,CUST-00119,XYL-001,2025-08-24,2026-08-24,PP-DEL-USG + $30/MT,PP-DEL-USG,30,,924.0,1320.0,558.0,1674.0,837.0,2,1395.0,4,30,0,ACTIVE,MULTI_YEAR
149,CTR-00119,CUST-00119,PS-001,2025-03-29,2026-03-29,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,1312.5,1875.0,558.0,1674.0,837.0,2,1395.0,4,30,0,ACTIVE,MULTI_YEAR
150,CTR-00119,CUST-00119,MEG-001,2025-04-11,2026-04-11,PP-DEL-USG + $-25/MT,PP-DEL-USG,-25,,787.5,1125.0,558.0,1674.0,837.0,2,1395.0,4,30,0,ACTIVE,ANNUAL
151,CTR-00128,CUST-00128,PVC-001,2025-11-06,2026-11-06,PP-DEL-USG + $-25/MT,PP-DEL-USG,-25,,1155.0,1650.0,493.0,1479.0,739.5,2,1232.5,4,30,0,ACTIVE,MULTI_YEAR
152,CTR-00128,CUST-00128,TOL-001,2025-03-25,2026-03-25,PP-DEL-USG + $50/MT,PP-DEL-USG,50,,892.5,1275.0,493.0,1479.0,739.5,2,1232.5,4,30,0,ACTIVE,MULTI_YEAR
153,CTR-00128,CUST-00128,XYL-001,2025-08-16,2026-08-16,BEN-FOB-USG + $30/MT,BEN-FOB-USG,30,,924.0,1320.0,493.0,1479.0,739.5,2,1232.5,4,30,0,ACTIVE,ANNUAL
154,CTR-00128,CUST-00128,PP-COPOLY,2025-10-29,2026-10-29,PP-DEL-USG + $-25/MT,PP-DEL-USG,-25,,1522.5,2175.0,493.0,1479.0,739.5,2,1232.5,4,30,0,ACTIVE,MULTI_YEAR
155,CTR-00135,CUST-00135,LDPE-001,2025-02-12,2026-02-12,ETH-DEL-USG + $75/MT,ETH-DEL-USG,75,,1417.5,2025.0,716.0,2148.0,1074.0,2,1790.0,4,30,0,ACTIVE,ANNUAL
156,CTR-00135,CUST-00135,DEG-001,2025-03-11,2026-03-11,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,840.0,1200.0,716.0,2148.0,1074.0,2,1790.0,4,30,0,ACTIVE,ANNUAL
157,CTR-00141,CUST-00141,PP-COPOLY,2025-03-18,2026-03-18,ETH-DEL-USG + $-25/MT,ETH-DEL-USG,-25,,1522.5,2175.0,1641.0,4923.0,2461.5,2,4102.5,4,45,1,ACTIVE,ANNUAL
158,CTR-00141,CUST-00141,TOL-001,2025-04-25,2026-04-25,ETH-DEL-USG + $30/MT,ETH-DEL-USG,30,,892.5,1275.0,1641.0,4923.0,2461.5,2,4102.5,4,45,1,ACTIVE,ANNUAL
159,CTR-00141,CUST-00141,BEN-001,2025-11-20,2026-11-20,ETH-DEL-USG + $75/MT,ETH-DEL-USG,75,,945.0,1350.0,1641.0,4923.0,2461.5,2,4102.5,4,45,1,ACTIVE,MULTI_YEAR
160,CTR-00142,CUST-00142,PVC-001,2025-05-09,2026-05-09,BEN-FOB-USG + $30/MT,BEN-FOB-USG,30,,1155.0,1650.0,145.0,435.0,217.5,2,362.5,4,45,1,ACTIVE,MULTI_YEAR
161,CTR-00142,CUST-00142,PP-001,2025-04-27,2026-04-27,BEN-FOB-USG + $-25/MT,BEN-FOB-USG,-25,,1155.0,1650.0,145.0,435.0,217.5,2,362.5,4,45,1,ACTIVE,ANNUAL
162,CTR-00142,CUST-00142,HDPE-001,2025-06-10,2026-06-10,ETH-DEL-USG + $30/MT,ETH-DEL-USG,30,,1365.0,1950.0,145.0,435.0,217.5,2,362.5,4,45,1,ACTIVE,ANNUAL
163,CTR-00145,CUST-00145,ACN-001,2025-08-15,2026-08-15,ETH-DEL-USG + $30/MT,ETH-DEL-USG,30,,1470.0,2100.0,84.0,252.0,126.0,2,210.0,4,30,0,ACTIVE,MULTI_YEAR
164,CTR-00145,CUST-00145,DEG-001,2025-10-20,2026-10-20,PP-DEL-USG + $-25/MT,PP-DEL-USG,-25,,840.0,1200.0,84.0,252.0,126.0,2,210.0,4,30,0,ACTIVE,ANNUAL
165,CTR-00145,CUST-00145,BEN-001,2025-08-24,2026-08-24,ETH-DEL-USG + $-25/MT,ETH-DEL-USG,-25,,945.0,1350.0,84.0,252.0,126.0,2,210.0,4,30,0,ACTIVE,ANNUAL
166,CTR-00146,CUST-00146,HDPE-001,2025-09-03,2026-09-03,ETH-DEL-USG + $100/MT,ETH-DEL-USG,100,,1365.0,1950.0,9.0,27.0,13.5,2,22.5,4,30,0,ACTIVE,ANNUAL
167,CTR-00146,CUST-00146,XYL-001,2025-11-27,2026-11-27,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,924.0,1320.0,9.0,27.0,13.5,2,22.5,4,30,0,ACTIVE,MULTI_YEAR
168,CTR-00146,CUST-00146,DEG-001,2025-07-26,2026-07-26,ETH-DEL-USG + $100/MT,ETH-DEL-USG,100,,840.0,1200.0,9.0,27.0,13.5,2,22.5,4,30,0,ACTIVE,MULTI_YEAR
169,CTR-00149,CUST-00149,LDPE-001,2025-10-16,2026-10-16,BEN-FOB-USG + $75/MT,BEN-FOB-USG,75,,1417.5,2025.0,13.0,39.0,19.5,2,32.5,4,30,0,ACTIVE,MULTI_YEAR
170,CTR-00149,CUST-00149,TOL-001,2025-12-12,2026-12-12,PP-DEL-USG + $75/MT,PP-DEL-USG,75,,892.5,1275.0,13.0,39.0,19.5,2,32.5,4,30,0,ACTIVE,ANNUAL
171,CTR-00149,CUST-00149,PS-001,2025-03-22,2026-03-22,PP-DEL-USG + $30/MT,PP-DEL-USG,30,,1312.5,1875.0,13.0,39.0,19.5,2,32.5,4,30,0,ACTIVE,ANNUAL
172,CTR-00149,CUST-00149,PP-COPOLY,2025-04-09,2026-04-09,ETH-DEL-USG + $100/MT,ETH-DEL-USG,100,,1522.5,2175.0,13.0,39.0,19.5,2,32.5,4,30,0,ACTIVE,MULTI_YEAR
173,CTR-00154,CUST-00154,HDPE-001,2025-07-07,2026-07-07,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,1365.0,1950.0,336.0,1008.0,504.0,2,840.0,4,45,1,ACTIVE,ANNUAL
174,CTR-00154,CUST-00154,BEN-001,2025-06-20,2026-06-20,BEN-FOB-USG + $100/MT,BEN-FOB-USG,100,,945.0,1350.0,336.0,1008.0,504.0,2,840.0,4,45,1,ACTIVE,ANNUAL
175,CTR-00154,CUST-00154,MMA-001,2025-04-02,2026-04-02,BEN-FOB-USG + $-25/MT,BEN-FOB-USG,-25,,1680.0,2400.0,336.0,1008.0,504.0,2,840.0,4,45,1,ACTIVE,MULTI_YEAR
176,CTR-00154,CUST-00154,DEG-001,2025-01-26,2026-01-26,BEN-FOB-USG + $30/MT,BEN-FOB-USG,30,,840.0,1200.0,336.0,1008.0,504.0,2,840.0,4,45,1,ACTIVE,ANNUAL
177,CTR-00154,CUST-00154,ACN-001,2025-04-16,2026-04-16,ETH-DEL-USG + $-25/MT,ETH-DEL-USG,-25,,1470.0,2100.0,336.0,1008.0,504.0,2,840.0,4,45,1,ACTIVE,MULTI_YEAR
178,CTR-00163,CUST-00163,PP-HOMO,2025-11-24,2026-11-24,PP-DEL-USG + $30/MT,PP-DEL-USG,30,,1470.0,2100.0,502.0,1506.0,753.0,2,1255.0,4,45,1,ACTIVE,ANNUAL
179,CTR-00163,CUST-00163,BUT-001,2025-12-22,2026-12-22,PP-DEL-USG + $-25/MT,PP-DEL-USG,-25,,1260.0,1800.0,502.0,1506.0,753.0,2,1255.0,4,45,1,ACTIVE,ANNUAL
180,CTR-00163,CUST-00163,BEN-001,2025-05-23,2026-05-23,PP-DEL-USG + $30/MT,PP-DEL-USG,30,,945.0,1350.0,502.0,1506.0,753.0,2,1255.0,4,45,1,ACTIVE,ANNUAL
181,CTR-00163,CUST-00163,XYL-001,2025-07-02,2026-07-02,PP-DEL-USG + $100/MT,PP-DEL-USG,100,,924.0,1320.0,502.0,1506.0,753.0,2,1255.0,4,45,1,ACTIVE,ANNUAL
182,CTR-00163,CUST-00163,PP-COPOLY,2025-07-16,2026-07-16,BEN-FOB-USG + $75/MT,BEN-FOB-USG,75,,1522.5,2175.0,502.0,1506.0,753.0,2,1255.0,4,45,1,ACTIVE,ANNUAL
183,CTR-00164,CUST-00164,ACN-001,2025-09-23,2026-09-23,PP-DEL-USG + $30/MT,PP-DEL-USG,30,,1470.0,2100.0,192.0,576.0,288.0,2,480.0,4,30,0,ACTIVE,ANNUAL
184,CTR-00164,CUST-00164,XYL-001,2025-12-10,2026-12-10,PP-DEL-USG + $-25/MT,PP-DEL-USG,-25,,924.0,1320.0,192.0,576.0,288.0,2,480.0,4,30,0,ACTIVE,ANNUAL
185,CTR-00167,CUST-00167,BUT-001,2025-06-17,2026-06-17,BEN-FOB-USG + $100/MT,BEN-FOB-USG,100,,1260.0,1800.0,193.0,579.0,289.5,2,482.5,4,45,1,ACTIVE,MULTI_YEAR
186,CTR-00167,CUST-00167,PP-002,2025-04-27,2026-04-27,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,1102.5,1575.0,193.0,579.0,289.5,2,482.5,4,45,1,ACTIVE,MULTI_YEAR
187,CTR-00167,CUST-00167,STY-001,2025-10-03,2026-10-03,BEN-FOB-USG + $100/MT,BEN-FOB-USG,100,,1207.5,1725.0,193.0,579.0,289.5,2,482.5,4,45,1,ACTIVE,MULTI_YEAR
188,CTR-00167,CUST-00167,ACN-001,2025-07-05,2026-07-05,PP-DEL-USG + $-25/MT,PP-DEL-USG,-25,,1470.0,2100.0,193.0,579.0,289.5,2,482.5,4,45,1,ACTIVE,ANNUAL
189,CTR-00170,CUST-00170,MMA-001,2025-08-10,2026-08-10,ETH-DEL-USG + $75/MT,ETH-DEL-USG,75,,1680.0,2400.0,447.0,1341.0,670.5,2,1117.5,4,45,1,ACTIVE,ANNUAL
190,CTR-00170,CUST-00170,ACN-001,2025-07-25,2026-07-25,BEN-FOB-USG + $-25/MT,BEN-FOB-USG,-25,,1470.0,2100.0,447.0,1341.0,670.5,2,1117.5,4,45,1,ACTIVE,MULTI_YEAR
191,CTR-00170,CUST-00170,BUT-001,2025-06-22,2026-06-22,ETH-DEL-USG + $30/MT,ETH-DEL-USG,30,,1260.0,1800.0,447.0,1341.0,670.5,2,1117.5,4,45,1,ACTIVE,MULTI_YEAR
192,CTR-00170,CUST-00170,PP-COPOLY,2025-05-02,2026-05-02,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,1522.5,2175.0,447.0,1341.0,670.5,2,1117.5,4,45,1,ACTIVE,ANNUAL
193,CTR-00171,CUST-00171,PP-002,2025-09-21,2026-09-21,ETH-DEL-USG + $75/MT,ETH-DEL-USG,75,,1102.5,1575.0,283.0,849.0,424.5,2,707.5,4,30,0,ACTIVE,ANNUAL
194,CTR-00171,CUST-00171,TOL-001,2025-08-05,2026-08-05,PP-DEL-USG + $50/MT,PP-DEL-USG,50,,892.5,1275.0,283.0,849.0,424.5,2,707.5,4,30,0,ACTIVE,MULTI_YEAR
195,CTR-00189,CUST-00189,ACN-001,2025-02-28,2026-02-28,ETH-DEL-USG + $30/MT,ETH-DEL-USG,30,,1470.0,2100.0,189.0,567.0,283.5,2,472.5,4,30,0,ACTIVE,ANNUAL
196,CTR-00189,CUST-00189,STY-001,2025-11-03,2026-11-03,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,1207.5,1725.0,189.0,567.0,283.5,2,472.5,4,30,0,ACTIVE,MULTI_YEAR
197,CTR-00190,CUST-00190,LLDPE-001,2025-11-29,2026-11-29,ETH-DEL-USG + $50/MT,ETH-DEL-USG,50,,1344.0,1920.0,69.0,207.0,103.5,2,172.5,4,30,0,ACTIVE,MULTI_YEAR
198,CTR-00190,CUST-00190,TOL-001,2025-05-18,2026-05-18,ETH-DEL-USG + $100/MT,ETH-DEL-USG,100,,892.5,1275.0,69.0,207.0,103.5,2,172.5,4,30,0,ACTIVE,ANNUAL
199,CTR-00190,CUST-00190,BUT-001,2025-05-20,2026-05-20,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,1260.0,1800.0,69.0,207.0,103.5,2,172.5,4,30,0,ACTIVE,MULTI_YEAR
200,CTR-00190,CUST-00190,XYL-001,2025-06-13,2026-06-13,ETH-DEL-USG + $75/MT,ETH-DEL-USG,75,,924.0,1320.0,69.0,207.0,103.5,2,172.5,4,30,0,ACTIVE,ANNUAL
201,CTR-00197,CUST-00197,DEG-001,2025-07-20,2026-07-20,ETH-DEL-USG + $75/MT,ETH-DEL-USG,75,,840.0,1200.0,647.0,1941.0,970.5,2,1617.5,4,45,1,ACTIVE,MULTI_YEAR
202,CTR-00197,CUST-00197,STY-001,2025-02-23,2026-02-23,ETH-DEL-USG + $30/MT,ETH-DEL-USG,30,,1207.5,1725.0,647.0,1941.0,970.5,2,1617.5,4,45,1,ACTIVE,ANNUAL
203,CTR-00197,CUST-00197,LDPE-001,2025-06-18,2026-06-18,ETH-DEL-USG + $-25/MT,ETH-DEL-USG,-25,,1417.5,2025.0,647.0,1941.0,970.5,2,1617.5,4,45,1,ACTIVE,MULTI_YEAR
204,CTR-00198,CUST-00198,PP-HOMO,2025-11-22,2026-11-22,PP-DEL-USG + $30/MT,PP-DEL-USG,30,,1470.0,2100.0,1137.0,3411.0,1705.5,2,2842.5,4,45,1,ACTIVE,MULTI_YEAR
205,CTR-00198,CUST-00198,XYL-001,2025-11-08,2026-11-08,BEN-FOB-USG + $50/MT,BEN-FOB-USG,50,,924.0,1320.0,1137.0,3411.0,1705.5,2,2842.5,4,45,1,ACTIVE,ANNUAL
206,CTR-00198,CUST-00198,LDPE-001,2025-01-28,2026-01-28,BEN-FOB-USG + $30/MT,BEN-FOB-USG,30,,1417.5,2025.0,1137.0,3411.0,1705.5,2,2842.5,4,45,1,ACTIVE,ANNUAL
207,CTR-00200,CUST-00200,ETH-001,2025-03-07,2026-03-07,PP-DEL-USG + $30/MT,PP-DEL-USG,30,,997.5,1425.0,757.0,2271.0,1135.5,2,1892.5,4,45,1,ACTIVE,ANNUAL
208,CTR-00200,CUST-00200,PVC-001,2025-07-21,2026-07-21,ETH-DEL-USG + $30/MT,ETH-DEL-USG,30,,1155.0,1650.0,757.0,2271.0,1135.5,2,1892.5,4,45,1,ACTIVE,ANNUAL
209,CTR-00200,CUST-00200,PS-001,2025-02-13,2026-02-13,ETH-DEL-USG + $100/MT,ETH-DEL-USG,100,,1312.5,1875.0,757.0,2271.0,1135.5,2,1892.5,4,45,1,ACTIVE,MULTI_YEAR
210,CTR-00200,CUST-00200,TOL-001,2025-05-19,2026-05-19,PP-DEL-USG + $75/MT,PP-DEL-USG,75,,892.5,1275.0,757.0,2271.0,1135.5,2,1892.5,4,45,1,ACTIVE,ANNUAL
